threshold,precision,recall,f1,unit_accuracy,positive_unit_accuracy,unit_mae,false_positive_rate,predicted_positive_rows,actual_positive_rows
0.35,0.9944333996023856,0.9842581660763479,0.9893196202531644,0.9942417373501024,0.8815426997245179,0.010401433167592863,0.000268389471464448,2515,2541
0.4,0.9944333996023856,0.9842581660763479,0.9893196202531644,0.9942417373501024,0.8815426997245179,0.010401433167592863,0.000268389471464448,2515,2541
0.45,0.9944333996023856,0.9842581660763479,0.9893196202531644,0.9942417373501024,0.8815426997245179,0.010401433167592863,0.000268389471464448,2515,2541
0.55,0.9948269001193792,0.9838646202282566,0.9893153937475268,0.9942417373501024,0.8811491538764266,0.010401433167592863,0.00024921879493127315,2513,2541
0.6,0.995221027479092,0.9834710743801653,0.989311163895487,0.9942417373501024,0.8807556080283353,0.010401433167592863,0.00023004811839809827,2511,2541
0.65,0.995221027479092,0.9834710743801653,0.989311163895487,0.9942417373501024,0.8807556080283353,0.010401433167592863,0.00023004811839809827,2511,2541
0.15,0.9940381558028617,0.9842581660763479,0.9891239865532924,0.9942234571512139,0.8815426997245179,0.010419713366481427,0.00028756014799762286,2516,2541
0.2,0.9940381558028617,0.9842581660763479,0.9891239865532924,0.9942234571512139,0.8815426997245179,0.010419713366481427,0.00028756014799762286,2516,2541
0.25,0.9940381558028617,0.9842581660763479,0.9891239865532924,0.9942234571512139,0.8815426997245179,0.010419713366481427,0.00028756014799762286,2516,2541
0.3,0.9940381558028617,0.9842581660763479,0.9891239865532924,0.9942234571512139,0.8815426997245179,0.010419713366481427,0.00028756014799762286,2516,2541
0.5,0.994431185361973,0.9838646202282566,0.9891196834817013,0.9942234571512139,0.8811491538764266,0.010419713366481427,0.000268389471464448,2514,2541
0.05,0.9936432260627731,0.9842581660763479,0.988928430209569,0.9942051769523252,0.8815426997245179,0.010437993565369992,0.0003067308245307977,2517,2541
0.1,0.9936432260627731,0.9842581660763479,0.988928430209569,0.9942051769523252,0.8815426997245179,0.010437993565369992,0.0003067308245307977,2517,2541
0.7,0.9952172180151455,0.9826839826839827,0.988910891089109,0.9942051769523252,0.8799685163321527,0.010437993565369992,0.00023004811839809827,2509,2541
0.75,0.9956122856003191,0.9822904368358913,0.9889064976228209,0.9942051769523252,0.8795749704840614,0.010437993565369992,0.00021087744186492341,2507,2541
0.8,0.9960063897763578,0.9815033451397088,0.9887016848364718,0.9941868967534366,0.8787878787878788,0.010456273764258554,0.00019170676533174856,2504,2541
0.85,0.996,0.9799291617473436,0.9878992263439793,0.9941137759578824,0.8772136953955135,0.01052939455981281,0.00019170676533174856,2500,2541
0.9,0.9959951942330797,0.9787485242030697,0.9872965462485114,0.9940589353612167,0.8760330578512396,0.010584235156478503,0.00019170676533174856,2497,2541
0.95,0.9959807073954984,0.9752066115702479,0.9854841916882084,0.9938944135712197,0.872491145218418,0.010748756946475578,0.00019170676533174856,2488,2541
