epoch,stage,unit_loss,alloc_loss,val_f1,val_precision,val_recall,val_unit_accuracy,val_positive_unit_accuracy,val_unit_mae,val_false_positive_rate,val_threshold,best_f1,best_epoch,no_improvement_evals,epoch_seconds,elapsed_minutes,estimated_remaining_minutes,train_rows_fit,validation_rows
31,sklearn_mlp,0.001616128370200619,0.00015926148321100875,0.5352004110996917,0.8679166666666667,0.38688707280832096,0.674187725631769,0.12017087667161962,1.5473182052604435,0.031299368088467616,0.05,0.6684534445106213,28,3,69.15208506584167,21.66429711182912,20.26660052396918,180497,15512
32,sklearn_mlp,0.0017779009550609047,0.00015295398622178292,0.34799697656840517,0.9350121852152722,0.2137815750371471,0.6755415162454874,0.0800520059435364,1.600438370293966,0.007898894154818325,0.05,0.6684534445106213,28,4,71.27602291107178,22.88188925186793,20.02165309538444,180497,15512
33,sklearn_mlp,0.001653077486508025,0.00014695001229898217,0.2831078955646429,0.9240246406570842,0.16716196136701336,0.6735430634347602,0.07317979197622586,1.597730789066529,0.007306477093206951,0.05,0.6684534445106213,28,5,69.72546982765198,24.068425830205282,19.692348406531597,180497,15512
34,sklearn_mlp,0.0009114265089378378,0.00014108351295920776,0.4684610075914424,0.9118753358409457,0.3151931649331352,0.6791516245487365,0.10605497771173848,1.556472408457968,0.016192733017377565,0.05,0.6684534445106213,28,6,38.360276222229004,24.73399838209152,18.914234056893516,180497,15512
35,sklearn_mlp,0.0016593600520697516,0.000135215216809492,0.5296422042308697,0.8918205804749341,0.37667161961367013,0.6748968540484785,0.10902674591381872,1.562209902011346,0.02428909952606635,0.05,0.6684534445106213,28,7,33.65192794799805,25.307965699831644,18.077118357022602,180497,15512
36,sklearn_mlp,0.0023713997180870995,0.0001293260057823262,0.42286036036036034,0.8732558139534884,0.2789747399702823,0.6649690562145436,0.07522288261515601,1.575232078390923,0.021524486571879938,0.05,0.6684534445106213,28,8,33.787535190582275,25.884756565093994,17.25650437672933,180497,15512
37,sklearn_mlp,0.0012783922783733807,0.00012331758241723137,0.3047796399751707,0.9264150943396227,0.18239227340267458,0.6738653945332646,0.07485141158989599,1.5820010314595152,0.007701421800947867,0.05,0.6684534445106213,28,9,33.167834997177124,26.450404600302377,16.442143400187966,180497,15512
38,sklearn_mlp,0.001354573140442741,0.00011727964114237815,0.5533700498295305,0.9411239964317574,0.39190193164933135,0.6857271789582259,0.11905646359583952,1.5095410005157297,0.013033175355450236,0.05,0.6684534445106213,28,10,33.51070594787598,27.022545699278513,15.644631720634928,180497,15512
39,sklearn_mlp,0.0015387308815229149,0.00011108835703186407,0.5720169906036813,0.9316561844863732,0.412704309063893,0.6840510572460031,0.1199851411589896,1.4889118102114491,0.016093996840442337,0.05,0.6684534445106213,28,11,33.75137186050415,27.598256901899973,14.860599870253832,180497,15512
40,sklearn_mlp,0.001736599582233396,0.0045399499332623855,0.4149484536082474,0.905625,0.2691307578008915,0.6723182052604435,0.08395245170876671,1.5532490974729243,0.01490916271721959,0.05,0.6684534445106213,28,12,32.96136116981506,28.160732964674633,14.080366482337316,180497,15512
41,sklearn_mlp,0.002183069762285869,0.0005321123261646195,0.435609825358512,0.9246534056660639,0.2849182763744428,0.6740587931923672,0.08413818722139674,1.5424832387828777,0.012342022116903634,0.05,0.6684534445106213,28,13,34.072001934051514,28.74340393145879,13.32011401701749,180497,15512
42,sklearn_mlp,0.0011653900840724466,0.00014499119777485823,0.4059563394535204,0.9158512720156555,0.2607726597325409,0.6728984012377515,0.08153789004457652,1.5551830840639504,0.01273696682464455,0.05,0.6684534445106213,28,14,33.694217920303345,29.318329664071403,12.564998427459171,180497,15512
43,sklearn_mlp,0.0005723306780587122,0.0002080875748577953,0.4118070554355652,0.9160794362588085,0.26560178306092125,0.6742521918514698,0.08580980683506687,1.5578261990716864,0.012934439178515007,0.05,0.6684534445106213,28,15,34.84023594856262,29.912848563989005,11.826009897391002,180497,15512
44,sklearn_mlp,0.0009186073477362737,0.00013734767074968522,0.46952472264073414,0.8941053729786124,0.31835066864784545,0.668965961835998,0.08395245170876671,1.5455776173285198,0.0200434439178515,0.05,0.6684534445106213,28,16,35.36945199966431,30.517568945884705,11.097297798503527,180497,15512
45,sklearn_mlp,0.0028773659690918903,0.00012677990527810087,0.5631270358306188,0.9432562199912702,0.4013744427934621,0.6806343476018566,0.10401188707280833,1.5045771015987623,0.012835703001579778,0.05,0.6684534445106213,28,17,34.529847860336304,31.10774253209432,10.369247510698106,180497,15512
46,sklearn_mlp,0.0016995324493048803,0.00011613651614888268,0.4528091454063851,0.907769703745109,0.3016344725111441,0.6771531717380093,0.10048291233283804,1.5435791645177928,0.016291469194312798,0.05,0.6684534445106213,28,18,34.950095891952515,31.703867812951405,9.649003247419992,180497,15512
47,sklearn_mlp,0.0009462911472165839,0.00011135521006375057,0.49473252154877545,0.9392207792207792,0.33580980683506684,0.6832129963898917,0.10902674591381872,1.5204357916451778,0.0115521327014218,0.05,0.6684534445106213,28,19,34.993489027023315,32.300471615791324,8.93417300011249,180497,15512
48,sklearn_mlp,0.0010503172704147325,0.00010869810379162342,0.5678981212961796,0.8841774636827641,0.4182763744427935,0.6761861784424962,0.12184249628528974,1.5085095410005158,0.029127172195892576,0.05,0.6684534445106213,28,20,34.980984687805176,32.89711488087972,8.22427872021993,180497,15512
49,sklearn_mlp,0.004089338291087584,0.00010620400569520883,0.31191246725227306,0.9158371040723982,0.18796433878157504,0.6748323878287777,0.08042347696879644,1.580518308406395,0.009182464454976303,0.05,0.6684534445106213,28,21,34.67426609992981,33.48902251720428,7.517943830392799,180497,15512
50,sklearn_mlp,0.0010081081231590175,0.00010367381257297796,0.30843000773395207,0.9222941720629048,0.18517830609212482,0.6748968540484785,0.07893759286775631,1.5801959773078906,0.008293838862559242,0.05,0.6684534445106213,28,22,34.62221813201904,34.07906813224157,6.815813626448313,180497,15512
51,sklearn_mlp,0.0005253529727471547,0.001473026200604434,0.3130300693909021,0.92188919164396,0.18852154531946508,0.6738653945332646,0.07633729569093611,1.5846441464672512,0.0084913112164297,0.05,0.6684534445106213,28,23,57.78760385513306,35.0550518155098,6.186185614501729,180497,15512
52,sklearn_mlp,0.0005614139365374875,0.0025574050554463064,0.32242275925359437,0.9133448873483535,0.19576523031203566,0.6745100567302733,0.08079494799405647,1.5830324909747293,0.009873617693522907,0.05,0.6684534445106213,28,24,74.15460300445557,36.31695378224055,5.587223658806239,180497,15512
53,sklearn_mlp,0.0005585658441099822,0.0005879658205488995,0.3262064752596212,0.9175257731958762,0.19836552748885586,0.6739943269726664,0.07856612184249628,1.587867457452295,0.009478672985781991,0.05,0.6684534445106213,28,25,73.23365187644958,37.56296499570211,4.961146320187071,180497,15512
