epoch,train_loss,val_threshold,val_precision,val_recall,val_f1,val_unit_accuracy,val_positive_unit_accuracy,val_unit_mae,val_false_positive_rate,val_predicted_positive_rows,val_actual_positive_rows
65,0.08958262247822947,0.8,0.8513998564249821,0.9222395023328149,0.8854050018663681,0.9848251727154795,0.7698289269051322,0.019006244909041542,0.0064969712187313644,1393.0,1286.0
66,0.047466692666178346,0.95,0.813953488372093,0.9253499222395023,0.86608442503639,0.9830452227954264,0.7744945567651633,0.022566144749147737,0.008537082954081792,1462.0,1286.0
67,0.07332097611528625,0.55,0.8431931575196009,0.9199066874027994,0.8798809966530308,0.9843424744320753,0.7674961119751167,0.020152653332126586,0.00690499356580145,1403.0,1286.0
68,0.07718074383539596,0.9,0.8537117903930131,0.9121306376360808,0.881954887218045,0.9846441608592029,0.76049766718507,0.018734727124626663,0.006308653212391325,1374.0,1286.0
69,0.04467450196945002,0.95,0.7786357786357786,0.9409020217729394,0.8521126760563381,0.981174766947235,0.7822706065318819,0.023471204030530667,0.010796899030162267,1554.0,1286.0
70,0.05713140351897602,0.95,0.8364022662889519,0.9183514774494557,0.8754633061527057,0.9828038736537243,0.7363919129082426,0.021238724469786103,0.007250243244091522,1412.0,1286.0
71,0.029332512627906815,0.95,0.8194254445964432,0.9315707620528771,0.8719068413391556,0.9835580897215435,0.78149300155521,0.020816363471807403,0.00828599227896174,1462.0,1286.0
72,0.0478752473438526,0.95,0.8241834607366226,0.9222395023328149,0.8704587155963303,0.9833469092225541,0.7674961119751167,0.021299061755211634,0.007940742600671668,1439.0,1286.0
73,0.08491787347768572,0.95,0.8447293447293447,0.9222395023328149,0.8817843866171003,0.9845838235737774,0.7721617418351477,0.02120855582707334,0.006842220897021437,1404.0,1286.0
74,0.07296012382499976,0.9,0.8532374100719424,0.9222395023328149,0.8863976083707025,0.9847950040727668,0.7667185069984448,0.021329230397924396,0.006402812215561345,1390.0,1286.0
75,0.04763040395298889,0.9,0.8489620615604867,0.9222395023328149,0.8840849795005591,0.9845838235737774,0.7667185069984448,0.020544845687392524,0.006622516556291391,1397.0,1286.0
76,0.03361041222982573,0.95,0.857871720116618,0.9152410575427683,0.8856282919488337,0.9846441608592029,0.7558320373250389,0.018885570338190483,0.006120335206051286,1372.0,1286.0
77,0.05177716701613758,0.8,0.8440822111977321,0.9261275272161742,0.8832035595105673,0.9844329803602135,0.7698289269051322,0.01966995504872236,0.00690499356580145,1411.0,1286.0
78,0.05406449198687391,0.95,0.8396892655367232,0.9245723172628305,0.8800888230940044,0.9844631490029263,0.776049766718507,0.01939843726430748,0.007124697906531496,1416.0,1286.0
79,0.06265626065706943,0.95,0.8026845637583893,0.9300155520995335,0.861671469740634,0.9828943795818627,0.7877138413685848,0.021118049898935048,0.009227582310661937,1490.0,1286.0
80,0.05782228834632217,0.95,0.8515850144092219,0.9191290824261276,0.8840688107703814,0.9844933176456391,0.76049766718507,0.01939843726430748,0.006465584884341358,1388.0,1286.0
81,0.05233896615396167,0.95,0.8457675753228121,0.916796267496112,0.8798507462686568,0.9847950040727668,0.7752721617418351,0.01966995504872236,0.006748061893851417,1394.0,1286.0
82,0.05515119792316689,0.75,0.8762045959970348,0.9191290824261276,0.8971537001897533,0.9861525929948411,0.7729393468118196,0.01906658219446707,0.005241517843131101,1349.0,1286.0
83,0.04402082246667013,0.95,0.8662704309063893,0.9066874027993779,0.8860182370820668,0.9849760159290434,0.7527216174183515,0.018885570338190483,0.005649540190201186,1346.0,1286.0
84,0.045899524519406903,0.85,0.8695652173913043,0.9175738724727839,0.8929247067726069,0.985398376927022,0.7612752721617418,0.020212990617552117,0.0055553811870311665,1357.0,1286.0
85,0.07087565515557735,0.95,0.8380480905233381,0.921461897356143,0.8777777777777778,0.9842821371466498,0.7729393468118196,0.020333665188403172,0.007187470575311509,1414.0,1286.0
86,0.03627023607118629,0.85,0.8445229681978799,0.9292379471228616,0.884857460199926,0.9849156786436178,0.7822706065318819,0.01810118562765861,0.00690499356580145,1415.0,1286.0
87,0.06893922399188099,0.95,0.8608885651857247,0.9191290824261276,0.8890560361037985,0.9854587142124476,0.7737169517884914,0.019187256765318128,0.005994789868491259,1373.0,1286.0
88,0.05945465646871079,0.95,0.8111559139784946,0.9385692068429238,0.8702235039653929,0.9831960660089902,0.7853810264385692,0.02238513289287115,0.008819559963591852,1488.0,1286.0
89,0.05134549568154266,0.95,0.8192934782608695,0.937791601866252,0.8745467730239305,0.9835882583642562,0.7838258164852255,0.022354964250158385,0.008348764947741753,1472.0,1286.0
90,0.04976379754469701,0.95,0.8422913719943423,0.9261275272161742,0.8822222222222222,0.9847346667873412,0.7799377916018663,0.018614052553775604,0.00699915256897147,1414.0,1286.0
91,0.046503158705349316,0.5,0.8630735615440641,0.921461897356143,0.8913125235050771,0.985669894711437,0.7768273716951789,0.018825233052764956,0.005900630865321239,1373.0,1286.0
92,0.042275033416274845,0.95,0.850179211469534,0.9222395023328149,0.8847444983215219,0.985277702356171,0.7830482115085536,0.017829667843243732,0.006559743887511378,1395.0,1286.0
93,0.060986043720596364,0.95,0.835799859055673,0.9222395023328149,0.876894639556377,0.984251968503937,0.7752721617418351,0.018704558481913897,0.007313015912871536,1419.0,1286.0
94,0.04783885242380395,0.9,0.8630338733431517,0.911353032659409,0.886535552193646,0.9855492201405859,0.7721617418351477,0.017769330557818205,0.005837858196541226,1358.0,1286.0
95,0.051760763278759524,0.95,0.8752817430503381,0.9059097978227061,0.8903324417271685,0.9851570277853199,0.7465007776049767,0.019579449120584066,0.005210131508741094,1331.0,1286.0
96,0.02674991561899084,0.95,0.7997364953886693,0.9440124416796267,0.8659058487874466,0.9822005007994691,0.7776049766718507,0.023471204030530667,0.009541445654562004,1518.0,1286.0
97,0.053367119666775466,0.75,0.8660322108345534,0.9199066874027994,0.8921568627450981,0.9855492201405859,0.7698289269051322,0.019217425408030894,0.005743699193371206,1366.0,1286.0
98,0.06773152776730366,0.95,0.8451202263083452,0.9292379471228616,0.8851851851851852,0.9844933176456391,0.7706065318818041,0.019096750837179835,0.006873607231411443,1414.0,1286.0
99,0.04792901986136801,0.05,0.8794435857805255,0.8849144634525661,0.882170542635659,0.9853078709988837,0.7426127527216174,0.017437475487977794,0.0048962681648410285,1294.0,1286.0
100,0.06205814418356356,0.05,0.8657513348588863,0.8825816485225505,0.8740854832499038,0.983859776148671,0.7208398133748056,0.02009231604670106,0.00552399485264116,1311.0,1286.0
101,0.046344415254078834,0.05,0.8641063515509602,0.9097978227060654,0.8863636363636362,0.985398376927022,0.7667185069984448,0.019217425408030894,0.0057750855277612125,1354.0,1286.0
102,0.030974035713641185,0.05,0.8783473603672532,0.8926905132192846,0.8854608561511762,0.9860319184239901,0.7636080870917574,0.01656258484930763,0.004990427168011048,1307.0,1286.0
103,0.040559981365536686,0.65,0.8678117998506348,0.9035769828926905,0.8853333333333334,0.9851871964280327,0.7558320373250389,0.01876489576733943,0.0055553811870311665,1339.0,1286.0
104,0.032918508198824435,0.05,0.88671875,0.8825816485225505,0.8846453624318005,0.9859414124958518,0.750388802488336,0.017015114489999095,0.004551018486550955,1280.0,1286.0
105,0.03759133132701501,0.8,0.8725637181409296,0.9051321928460342,0.8885496183206107,0.9860017497812773,0.7713841368584758,0.018131354270371377,0.0053356768463011205,1334.0,1286.0
